emoticon,convert_emoji,translate_emoji,cleaned,tokenize,normalization,stemmed,stopwords_stemmed,text_string_stemmed,label
@Melihat_Indo Makin semangat banget nih buat terus dukung Ganjar Mahfud jadi presiden RI mantap,Makin semangat banget nih buat terus dukung Ganjar Mahfud jadi presiden RI mantap,Makin semangat banget nih buat terus dukung Ganjar Mahfud jadi presiden RI mantap,makin semangat banget nih buat terus dukung ganjar mahfud jadi presiden ri mantap,"['makin', 'semangat', 'banget', 'nih', 'buat', 'terus', 'dukung', 'ganjar', 'mahfud', 'jadi', 'presiden', 'ri', 'mantap']","['makin', 'semangat', 'banget', 'nih', 'buat', 'terus', 'dukung', 'ganjar', 'mahfud', 'jadi', 'presiden', 'ri', 'mantap']","['makin', 'semangat', 'banget', 'nih', 'buat', 'terus', 'dukung', 'ganjar', 'mahfud', 'jadi', 'presiden', 'ri', 'mantap']","['semangat', 'banget', 'dukung', 'ganjar', 'mahfud', 'presiden', 'ri', 'mantap']",semangat banget dukung ganjar mahfud presiden ri mantap,positive
@liputan6dotcom Yesss gaspol Ganjar-Mahfud,Yesss gaspol Ganjar-Mahfud,Yesss gaspol Ganjar-Mahfud,yesss gaspol ganjarmahfud,"['yesss', 'gaspol', 'ganjarmahfud']","['yesss', 'gaspol', 'ganjarmahfud']","['yesss', 'gaspol', 'ganjarmahfud']","['yesss', 'gaspol', 'ganjarmahfud']",yesss gaspol ganjarmahfud,positive
@ganjarpranowo Setuju banget pak.  Seiring berjalannya  waktu  anak muda adalah sumber utama penerus bangsa yg kreatif dan inovatif  bersama Ganjar Mahfud Indonesia mewujudkan mimpi anak bangsa,Setuju banget pak. Seiring berjalannya waktu anak muda adalah sumber utama penerus bangsa yg kreatif dan inovatif bersama Ganjar Mahfud Indonesia mewujudkan mimpi anak bangsa,Setuju banget pak. Seiring berjalannya waktu anak muda adalah sumber utama penerus bangsa yg kreatif dan inovatif bersama Ganjar Mahfud Indonesia mewujudkan mimpi anak bangsa,setuju banget pak seiring berjalannya waktu anak muda adalah sumber utama penerus bangsa yg kreatif dan inovatif bersama ganjar mahfud indonesia mewujudkan mimpi anak bangsa,"['setuju', 'banget', 'pak', 'seiring', 'berjalannya', 'waktu', 'anak', 'muda', 'adalah', 'sumber', 'utama', 'penerus', 'bangsa', 'yg', 'kreatif', 'dan', 'inovatif', 'bersama', 'ganjar', 'mahfud', 'indonesia', 'mewujudkan', 'mimpi', 'anak', 'bangsa']","['setuju', 'banget', 'pak', 'seiring', 'berjalannya', 'waktu', 'anak', 'muda', 'adalah', 'sumber', 'utama', 'penerus', 'bangsa', 'yg', 'kreatif', 'dan', 'inovatif', 'bersama', 'ganjar', 'mahfud', 'indonesia', 'mewujudkan', 'mimpi', 'anak', 'bangsa']","['tuju', 'banget', 'pak', 'iring', 'jalan', 'waktu', 'anak', 'muda', 'adalah', 'sumber', 'utama', 'terus', 'bangsa', 'yg', 'kreatif', 'dan', 'inovatif', 'sama', 'ganjar', 'mahfud', 'indonesia', 'wujud', 'mimpi', 'anak', 'bangsa']","['banget', 'iring', 'anak', 'muda', 'bangsa', 'kreatif', 'inovatif', 'ganjar', 'mahfud', 'indonesia', 'wujud', 'mimpi', 'anak', 'bangsa']",banget iring anak muda bangsa kreatif inovatif ganjar mahfud indonesia wujud mimpi anak bangsa,positive
"@gus_dibyo Ntah apa yg sedang mereka rencanakan, kita yg hnya rakyat kecil hanya berharap Ganjar Mahfud menang, itu saja.","Ntah apa yg sedang mereka rencanakan, kita yg hnya rakyat kecil hanya berharap Ganjar Mahfud menang, itu saja.","Ntah apa yg sedang mereka rencanakan, kita yg hnya rakyat kecil hanya berharap Ganjar Mahfud menang, itu saja.",ntah apa yg sedang mereka rencanakan kita yg hnya rakyat kecil hanya berharap ganjar mahfud menang itu saja,"['ntah', 'apa', 'yg', 'sedang', 'mereka', 'rencanakan', 'kita', 'yg', 'hnya', 'rakyat', 'kecil', 'hanya', 'berharap', 'ganjar', 'mahfud', 'menang', 'itu', 'saja']","['ntah', 'apa', 'yg', 'sedang', 'mereka', 'rencanakan', 'kita', 'yg', 'hnya', 'rakyat', 'kecil', 'hanya', 'berharap', 'ganjar', 'mahfud', 'menang', 'itu', 'saja']","['ntah', 'apa', 'yg', 'sedang', 'mereka', 'rencana', 'kita', 'yg', 'hnya', 'rakyat', 'kecil', 'hanya', 'harap', 'ganjar', 'mahfud', 'menang', 'itu', 'saja']","['rencana', 'hnya', 'rakyat', 'harap', 'ganjar', 'mahfud', 'menang']",rencana hnya rakyat harap ganjar mahfud menang,positive
"@gus_dibyo Kalo benar itu adanya, lampu tanda bahaya nih. Semoga Ganjar Mahfud menang agar Indonesia unggul dan berkeadilan.","Kalo benar itu adanya, lampu tanda bahaya nih. Semoga Ganjar Mahfud menang agar Indonesia unggul dan berkeadilan.","Kalo benar itu adanya, lampu tanda bahaya nih. Semoga Ganjar Mahfud menang agar Indonesia unggul dan berkeadilan.",kalo benar itu adanya lampu tanda bahaya nih semoga ganjar mahfud menang agar indonesia unggul dan berkeadilan,"['kalo', 'benar', 'itu', 'adanya', 'lampu', 'tanda', 'bahaya', 'nih', 'semoga', 'ganjar', 'mahfud', 'menang', 'agar', 'indonesia', 'unggul', 'dan', 'berkeadilan']","['kalo', 'benar', 'itu', 'adanya', 'lampu', 'tanda', 'bahaya', 'nih', 'semoga', 'ganjar', 'mahfud', 'menang', 'agar', 'indonesia', 'unggul', 'dan', 'berkeadilan']","['kalo', 'benar', 'itu', 'ada', 'lampu', 'tanda', 'bahaya', 'nih', 'moga', 'ganjar', 'mahfud', 'menang', 'agar', 'indonesia', 'unggul', 'dan', 'adil']","['lampu', 'tanda', 'bahaya', 'ganjar', 'mahfud', 'menang', 'indonesia', 'unggul', 'adil']",lampu tanda bahaya ganjar mahfud menang indonesia unggul adil,positive
Ganjar-Mahfud Dinilai Mampu Wujudkan Indonesia Tak Daruat Korupsi  https://t.co/WhVHnmGBHJ,Ganjar-Mahfud Dinilai Mampu Wujudkan Indonesia Tak Daruat Korupsi https //t.co/WhVHnmGBHJ,Ganjar-Mahfud Dinilai Mampu Wujudkan Indonesia Tak Daruat Korupsi https //t.co/WhVHnmGBHJ,ganjarmahfud dinilai mampu wujudkan indonesia tak daruat korupsi   tcowhvhnmgbhj,"['ganjarmahfud', 'dinilai', 'mampu', 'wujudkan', 'indonesia', 'tak', 'daruat', 'korupsi', 'tcowhvhnmgbhj']","['ganjarmahfud', 'dinilai', 'mampu', 'wujudkan', 'indonesia', 'tak', 'daruat', 'korupsi', 'tcowhvhnmgbhj']","['ganjarmahfud', 'nilai', 'mampu', 'wujud', 'indonesia', 'tak', 'daruat', 'korupsi', 'tcowhvhnmgbhj']","['ganjarmahfud', 'nilai', 'wujud', 'indonesia', 'daruat', 'korupsi', 'tcowhvhnmgbhj']",ganjarmahfud nilai wujud indonesia daruat korupsi tcowhvhnmgbhj,positive
@gus_dibyo Klo ak sih gk peduli yg penting kawl ganjar mahfud sih,Klo ak sih gk peduli yg penting kawl ganjar mahfud sih,Klo ak sih gk peduli yg penting kawl ganjar mahfud sih,klo ak sih gk peduli yg penting kawl ganjar mahfud sih,"['klo', 'ak', 'sih', 'gk', 'peduli', 'yg', 'penting', 'kawl', 'ganjar', 'mahfud', 'sih']","['kalau', 'aku', 'sih', 'gk', 'peduli', 'yg', 'penting', 'kawl', 'ganjar', 'mahfud', 'sih']","['kalau', 'aku', 'sih', 'gk', 'peduli', 'yg', 'penting', 'kawl', 'ganjar', 'mahfud', 'sih']","['peduli', 'kawl', 'ganjar', 'mahfud']",peduli kawl ganjar mahfud,positive
"@gus_dibyo Aku sih pedulinya dengan Pak ganjar sama Pak Mahfud aja, yang lain mau santai santai silakan aja huhu","Aku sih pedulinya dengan Pak ganjar sama Pak Mahfud aja, yang lain mau santai santai silakan aja huhu","Aku sih pedulinya dengan Pak ganjar sama Pak Mahfud aja, yang lain mau santai santai silakan aja huhu",aku sih pedulinya dengan pak ganjar sama pak mahfud aja yang lain mau santai santai silakan aja huhu,"['aku', 'sih', 'pedulinya', 'dengan', 'pak', 'ganjar', 'sama', 'pak', 'mahfud', 'aja', 'yang', 'lain', 'mau', 'santai', 'santai', 'silakan', 'aja', 'huhu']","['aku', 'sih', 'pedulinya', 'dengan', 'pak', 'ganjar', 'sama', 'pak', 'mahfud', 'aja', 'yang', 'lain', 'mau', 'santai', 'santai', 'silakan', 'aja', 'huhu']","['aku', 'sih', 'peduli', 'dengan', 'pak', 'ganjar', 'sama', 'pak', 'mahfud', 'aja', 'yang', 'lain', 'mau', 'santai', 'santai', 'sila', 'aja', 'huhu']","['peduli', 'ganjar', 'mahfud', 'santai', 'santai', 'sila', 'huhu']",peduli ganjar mahfud santai santai sila huhu,positive
"@Melihat_Indo semangay pak Ganjar Mahfud banyak orang yang mendukung bapak, jelas kerja nyata gakaleng2 dong","semangay pak Ganjar Mahfud banyak orang yang mendukung bapak, jelas kerja nyata gakaleng2 dong","semangay pak Ganjar Mahfud banyak orang yang mendukung bapak, jelas kerja nyata gakaleng2 dong",semangay pak ganjar mahfud banyak orang yang mendukung bapak jelas kerja nyata gakaleng  dong,"['semangay', 'pak', 'ganjar', 'mahfud', 'banyak', 'orang', 'yang', 'mendukung', 'bapak', 'jelas', 'kerja', 'nyata', 'gakaleng', 'dong']","['semangay', 'pak', 'ganjar', 'mahfud', 'banyak', 'orang', 'yang', 'mendukung', 'bapak', 'jelas', 'kerja', 'nyata', 'gakaleng', 'dong']","['semangay', 'pak', 'ganjar', 'mahfud', 'banyak', 'orang', 'yang', 'dukung', 'bapak', 'jelas', 'kerja', 'nyata', 'gakaleng', 'dong']","['semangay', 'ganjar', 'mahfud', 'dukung', 'gakaleng']",semangay ganjar mahfud dukung gakaleng,positive
@ganjarpranowo Bersama Ganjar Mahfud anak muda majukan Indonesia 🚀,Bersama Ganjar Mahfud anak muda majukan Indonesia rocket,Bersama Ganjar Mahfud anak muda majukan Indonesia rocket,bersama ganjar mahfud anak muda majukan indonesia rocket,"['bersama', 'ganjar', 'mahfud', 'anak', 'muda', 'majukan', 'indonesia', 'rocket']","['bersama', 'ganjar', 'mahfud', 'anak', 'muda', 'majukan', 'indonesia', 'rocket']","['sama', 'ganjar', 'mahfud', 'anak', 'muda', 'maju', 'indonesia', 'rocket']","['ganjar', 'mahfud', 'anak', 'muda', 'maju', 'indonesia', 'rocket']",ganjar mahfud anak muda maju indonesia rocket,positive
@gus_dibyo Terkadang nangis itu diperlukan untuk meluapkan kepedihan menyesakkan dada. InsyaAllah bersama Ganjar Mahfud senyuman Pak Bas akan kembali,Terkadang nangis itu diperlukan untuk meluapkan kepedihan menyesakkan dada. InsyaAllah bersama Ganjar Mahfud senyuman Pak Bas akan kembali,Terkadang nangis itu diperlukan untuk meluapkan kepedihan menyesakkan dada. InsyaAllah bersama Ganjar Mahfud senyuman Pak Bas akan kembali,terkadang nangis itu diperlukan untuk meluapkan kepedihan menyesakkan dada insyaallah bersama ganjar mahfud senyuman pak bas akan kembali,"['terkadang', 'nangis', 'itu', 'diperlukan', 'untuk', 'meluapkan', 'kepedihan', 'menyesakkan', 'dada', 'insyaallah', 'bersama', 'ganjar', 'mahfud', 'senyuman', 'pak', 'bas', 'akan', 'kembali']","['terkadang', 'nangis', 'itu', 'diperlukan', 'untuk', 'meluapkan', 'kepedihan', 'menyesakkan', 'dada', 'insyaallah', 'bersama', 'ganjar', 'mahfud', 'senyuman', 'pak', 'bas', 'akan', 'kembali']","['terkadang', 'nang', 'itu', 'perlu', 'untuk', 'luap', 'pedih', 'sesak', 'dada', 'insyaallah', 'sama', 'ganjar', 'mahfud', 'senyum', 'pak', 'bas', 'akan', 'kembali']","['terkadang', 'luap', 'pedih', 'sesak', 'dada', 'insyaallah', 'ganjar', 'mahfud', 'senyum']",terkadang luap pedih sesak dada insyaallah ganjar mahfud senyum,positive
@MARQUEZ__93 Gaspol Ganjar Mahfud,Gaspol Ganjar Mahfud,Gaspol Ganjar Mahfud,gaspol ganjar mahfud,"['gaspol', 'ganjar', 'mahfud']","['gaspol', 'ganjar', 'mahfud']","['gaspol', 'ganjar', 'mahfud']","['gaspol', 'ganjar', 'mahfud']",gaspol ganjar mahfud,positive
@gus_dibyo Sepertinya skenerio terakhir isu 3 periode itu sangat mengerikan. Semoga Ganjar Mahfud menang.,Sepertinya skenerio terakhir isu 3 periode itu sangat mengerikan. Semoga Ganjar Mahfud menang.,Sepertinya skenerio terakhir isu 3 periode itu sangat mengerikan. Semoga Ganjar Mahfud menang.,sepertinya skenerio terakhir isu   periode itu sangat mengerikan semoga ganjar mahfud menang,"['sepertinya', 'skenerio', 'terakhir', 'isu', 'periode', 'itu', 'sangat', 'mengerikan', 'semoga', 'ganjar', 'mahfud', 'menang']","['sepertinya', 'skenerio', 'terakhir', 'isu', 'periode', 'itu', 'sangat', 'mengerikan', 'semoga', 'ganjar', 'mahfud', 'menang']","['seperti', 'skenerio', 'akhir', 'isu', 'periode', 'itu', 'sangat', 'keri', 'moga', 'ganjar', 'mahfud', 'menang']","['skenerio', 'isu', 'periode', 'ganjar', 'mahfud', 'menang']",skenerio isu periode ganjar mahfud menang,positive
@Gus_Raharjo @ahmadzainin8 Pak Ganjar dan Pak Mahfud pastinya akan menegakkan konstitusi dengan sebaik-baiknya,Pak Ganjar dan Pak Mahfud pastinya akan menegakkan konstitusi dengan sebaik-baiknya,Pak Ganjar dan Pak Mahfud pastinya akan menegakkan konstitusi dengan sebaik-baiknya,pak ganjar dan pak mahfud pastinya akan menegakkan konstitusi dengan sebaikbaiknya,"['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'pastinya', 'akan', 'menegakkan', 'konstitusi', 'dengan', 'sebaikbaiknya']","['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'pastinya', 'akan', 'menegakkan', 'konstitusi', 'dengan', 'sebaikbaiknya']","['pak', 'ganjar', 'dan', 'pak', 'mahfud', 'pasti', 'akan', 'tegak', 'konstitusi', 'dengan', 'sebaikbaiknya']","['ganjar', 'mahfud', 'tegak', 'konstitusi', 'sebaikbaiknya']",ganjar mahfud tegak konstitusi sebaikbaiknya,positive
@Gus_Raharjo Kawal Ganjar Mahfud sampai istana,Kawal Ganjar Mahfud sampai istana,Kawal Ganjar Mahfud sampai istana,kawal ganjar mahfud sampai istana,"['kawal', 'ganjar', 'mahfud', 'sampai', 'istana']","['kawal', 'ganjar', 'mahfud', 'sampai', 'istana']","['kawal', 'ganjar', 'mahfud', 'sampai', 'istana']","['kawal', 'ganjar', 'mahfud', 'istana']",kawal ganjar mahfud istana,positive
"@Melihat_Indo Akar rumput sudah semakin padu mendukung Ganjar Mahfud, bismillah menang","Akar rumput sudah semakin padu mendukung Ganjar Mahfud, bismillah menang","Akar rumput sudah semakin padu mendukung Ganjar Mahfud, bismillah menang",akar rumput sudah semakin padu mendukung ganjar mahfud bismillah menang,"['akar', 'rumput', 'sudah', 'semakin', 'padu', 'mendukung', 'ganjar', 'mahfud', 'bismillah', 'menang']","['akar', 'rumput', 'sudah', 'semakin', 'padu', 'mendukung', 'ganjar', 'mahfud', 'bismillah', 'menang']","['akar', 'rumput', 'sudah', 'makin', 'padu', 'dukung', 'ganjar', 'mahfud', 'bismillah', 'menang']","['akar', 'rumput', 'padu', 'dukung', 'ganjar', 'mahfud', 'bismillah', 'menang']",akar rumput padu dukung ganjar mahfud bismillah menang,positive
"@Melihat_Indo Terimakasih maluku, sudah menjadi bagian dari kita bersama. Kita kawal dan kita menangkan pak ganjar mahfud","Terimakasih maluku, sudah menjadi bagian dari kita bersama. Kita kawal dan kita menangkan pak ganjar mahfud","Terimakasih maluku, sudah menjadi bagian dari kita bersama. Kita kawal dan kita menangkan pak ganjar mahfud",terimakasih maluku sudah menjadi bagian dari kita bersama kita kawal dan kita menangkan pak ganjar mahfud,"['terimakasih', 'maluku', 'sudah', 'menjadi', 'bagian', 'dari', 'kita', 'bersama', 'kita', 'kawal', 'dan', 'kita', 'menangkan', 'pak', 'ganjar', 'mahfud']","['terimakasih', 'maluku', 'sudah', 'menjadi', 'bagian', 'dari', 'kita', 'bersama', 'kita', 'kawal', 'dan', 'kita', 'menangkan', 'pak', 'ganjar', 'mahfud']","['terimakasih', 'malu', 'sudah', 'jadi', 'bagi', 'dari', 'kita', 'sama', 'kita', 'kawal', 'dan', 'kita', 'menang', 'pak', 'ganjar', 'mahfud']","['terimakasih', 'malu', 'kawal', 'menang', 'ganjar', 'mahfud']",terimakasih malu kawal menang ganjar mahfud,positive
"@gus_dibyo Tetap kuat dan tegar Pak Bas, kami pun merasakan hal sama. Semangat memenangkan Ganjar Mahfud","Tetap kuat dan tegar Pak Bas, kami pun merasakan hal sama. Semangat memenangkan Ganjar Mahfud","Tetap kuat dan tegar Pak Bas, kami pun merasakan hal sama. Semangat memenangkan Ganjar Mahfud",tetap kuat dan tegar pak bas kami pun merasakan hal sama semangat memenangkan ganjar mahfud,"['tetap', 'kuat', 'dan', 'tegar', 'pak', 'bas', 'kami', 'pun', 'merasakan', 'hal', 'sama', 'semangat', 'memenangkan', 'ganjar', 'mahfud']","['tetap', 'kuat', 'dan', 'tegar', 'pak', 'bas', 'kami', 'pun', 'merasakan', 'hal', 'sama', 'semangat', 'memenangkan', 'ganjar', 'mahfud']","['tetap', 'kuat', 'dan', 'tegar', 'pak', 'bas', 'kami', 'pun', 'rasa', 'hal', 'sama', 'semangat', 'menang', 'ganjar', 'mahfud']","['kuat', 'tegar', 'semangat', 'menang', 'ganjar', 'mahfud']",kuat tegar semangat menang ganjar mahfud,positive
@gus_dibyo Tenang saja lah sekarang mah pilihannya sudah sangat jelas bahwa pak Ganjar dan pak Mahfud yang wajib kita dukung,Tenang saja lah sekarang mah pilihannya sudah sangat jelas bahwa pak Ganjar dan pak Mahfud yang wajib kita dukung,Tenang saja lah sekarang mah pilihannya sudah sangat jelas bahwa pak Ganjar dan pak Mahfud yang wajib kita dukung,tenang saja lah sekarang mah pilihannya sudah sangat jelas bahwa pak ganjar dan pak mahfud yang wajib kita dukung,"['tenang', 'saja', 'lah', 'sekarang', 'mah', 'pilihannya', 'sudah', 'sangat', 'jelas', 'bahwa', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'yang', 'wajib', 'kita', 'dukung']","['tenang', 'saja', 'lah', 'sekarang', 'mah', 'pilihannya', 'sudah', 'sangat', 'jelas', 'bahwa', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'yang', 'wajib', 'kita', 'dukung']","['tenang', 'saja', 'lah', 'sekarang', 'mah', 'pilih', 'sudah', 'sangat', 'jelas', 'bahwa', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'yang', 'wajib', 'kita', 'dukung']","['tenang', 'pilih', 'ganjar', 'mahfud', 'wajib', 'dukung']",tenang pilih ganjar mahfud wajib dukung,positive
@Gus_Raharjo Harapan ada pada Ganjar Mahfud agar Indonesia berkeadilan sesuai dengan amanat Reformasi,Harapan ada pada Ganjar Mahfud agar Indonesia berkeadilan sesuai dengan amanat Reformasi,Harapan ada pada Ganjar Mahfud agar Indonesia berkeadilan sesuai dengan amanat Reformasi,harapan ada pada ganjar mahfud agar indonesia berkeadilan sesuai dengan amanat reformasi,"['harapan', 'ada', 'pada', 'ganjar', 'mahfud', 'agar', 'indonesia', 'berkeadilan', 'sesuai', 'dengan', 'amanat', 'reformasi']","['harapan', 'ada', 'pada', 'ganjar', 'mahfud', 'agar', 'indonesia', 'berkeadilan', 'sesuai', 'dengan', 'amanat', 'reformasi']","['harap', 'ada', 'pada', 'ganjar', 'mahfud', 'agar', 'indonesia', 'adil', 'sesuai', 'dengan', 'amanat', 'reformasi']","['harap', 'ganjar', 'mahfud', 'indonesia', 'adil', 'amanat', 'reformasi']",harap ganjar mahfud indonesia adil amanat reformasi,positive
@gus_dibyo Tetep dukung Ganjar Mahfud untuk indonesia dong,Tetep dukung Ganjar Mahfud untuk indonesia dong,Tetep dukung Ganjar Mahfud untuk indonesia dong,tetep dukung ganjar mahfud untuk indonesia dong,"['tetep', 'dukung', 'ganjar', 'mahfud', 'untuk', 'indonesia', 'dong']","['tetap', 'dukung', 'ganjar', 'mahfud', 'untuk', 'indonesia', 'dong']","['tetap', 'dukung', 'ganjar', 'mahfud', 'untuk', 'indonesia', 'dong']","['dukung', 'ganjar', 'mahfud', 'indonesia']",dukung ganjar mahfud indonesia,positive
@Melihat_Indo Wah mantap nih jadi semakin banyak aja dukunganya untuk pak Ganjar dan pak Mahfud lanjutkan terus,Wah mantap nih jadi semakin banyak aja dukunganya untuk pak Ganjar dan pak Mahfud lanjutkan terus,Wah mantap nih jadi semakin banyak aja dukunganya untuk pak Ganjar dan pak Mahfud lanjutkan terus,wah mantap nih jadi semakin banyak aja dukunganya untuk pak ganjar dan pak mahfud lanjutkan terus,"['wah', 'mantap', 'nih', 'jadi', 'semakin', 'banyak', 'aja', 'dukunganya', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'lanjutkan', 'terus']","['wah', 'mantap', 'nih', 'jadi', 'semakin', 'banyak', 'aja', 'dukunganya', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'lanjutkan', 'terus']","['wah', 'mantap', 'nih', 'jadi', 'makin', 'banyak', 'aja', 'dukunganya', 'untuk', 'pak', 'ganjar', 'dan', 'pak', 'mahfud', 'lanjut', 'terus']","['mantap', 'dukunganya', 'ganjar', 'mahfud']",mantap dukunganya ganjar mahfud,positive
@kasrulsani9 @Cintada16 @Leonita_Lestari Prof pak Mahfud MD kok di LAWAN 😀😀🤣🤣🤣,Prof pak Mahfud MD kok di LAWAN grinning_face grinning_face rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Prof pak Mahfud MD kok di LAWAN wajah menyeringai wajah menyeringai berguling-guling di lantai tertawa berguling-guling di lantai tertawa berguling-guling di lantai tertawa,prof pak mahfud md kok di lawan wajah menyeringai wajah menyeringai bergulingguling di lantai tertawa bergulingguling di lantai tertawa bergulingguling di lantai tertawa,"['prof', 'pak', 'mahfud', 'md', 'kok', 'di', 'lawan', 'wajah', 'menyeringai', 'wajah', 'menyeringai', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['prof', 'pak', 'mahfud', 'md', 'kok', 'di', 'lawan', 'wajah', 'menyeringai', 'wajah', 'menyeringai', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['prof', 'pak', 'mahfud', 'md', 'kok', 'di', 'lawan', 'wajah', 'seringai', 'wajah', 'seringai', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa', 'bergulingguling', 'di', 'lantai', 'tertawa']","['prof', 'mahfud', 'lawan', 'seringai', 'seringai', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa', 'bergulingguling', 'lantai', 'tertawa']",prof mahfud lawan seringai seringai bergulingguling lantai tertawa bergulingguling lantai tertawa bergulingguling lantai tertawa,positive
"@Melihat_Indo Alhamdulillah, semakin yakin kemenangan Ganjar Mahfud didepan mata. Semangat!","Alhamdulillah, semakin yakin kemenangan Ganjar Mahfud didepan mata. Semangat!","Alhamdulillah, semakin yakin kemenangan Ganjar Mahfud didepan mata. Semangat!",alhamdulillah semakin yakin kemenangan ganjar mahfud didepan mata semangat,"['alhamdulillah', 'semakin', 'yakin', 'kemenangan', 'ganjar', 'mahfud', 'didepan', 'mata', 'semangat']","['alhamdulillah', 'semakin', 'yakin', 'kemenangan', 'ganjar', 'mahfud', 'didepan', 'mata', 'semangat']","['alhamdulillah', 'makin', 'yakin', 'menang', 'ganjar', 'mahfud', 'depan', 'mata', 'semangat']","['menang', 'ganjar', 'mahfud', 'semangat']",menang ganjar mahfud semangat,positive
"@gus_dibyo Pak Bas sosok yg berkarakter kuat dan hebat, InsyaAllah Ganjar Mahfud menang dan Pak bas pun kembali tersenyum","Pak Bas sosok yg berkarakter kuat dan hebat, InsyaAllah Ganjar Mahfud menang dan Pak bas pun kembali tersenyum","Pak Bas sosok yg berkarakter kuat dan hebat, InsyaAllah Ganjar Mahfud menang dan Pak bas pun kembali tersenyum",pak bas sosok yg berkarakter kuat dan hebat insyaallah ganjar mahfud menang dan pak bas pun kembali tersenyum,"['pak', 'bas', 'sosok', 'yg', 'berkarakter', 'kuat', 'dan', 'hebat', 'insyaallah', 'ganjar', 'mahfud', 'menang', 'dan', 'pak', 'bas', 'pun', 'kembali', 'tersenyum']","['pak', 'bas', 'sosok', 'yg', 'berkarakter', 'kuat', 'dan', 'hebat', 'insyaallah', 'ganjar', 'mahfud', 'menang', 'dan', 'pak', 'bas', 'pun', 'kembali', 'tersenyum']","['pak', 'bas', 'sosok', 'yg', 'karakter', 'kuat', 'dan', 'hebat', 'insyaallah', 'ganjar', 'mahfud', 'menang', 'dan', 'pak', 'bas', 'pun', 'kembali', 'senyum']","['sosok', 'karakter', 'kuat', 'hebat', 'insyaallah', 'ganjar', 'mahfud', 'menang', 'senyum']",sosok karakter kuat hebat insyaallah ganjar mahfud menang senyum,positive
